"","State","County","totalDeaths","totalCases","Income.2018","Beds","Pop.2019","popDens","StayHomeDate"
"721","Texas","Palo Pinto",1,7,39125,74,29189,29.5,"2020-04-02"
"722","Texas","Panola",5,76,43508,49,23194,29.7,"2020-04-02"
"723","Texas","Parker",0,24,53289,125,142878,129.4,"2020-04-02"
"724","Texas","Parmer",0,4,44981,25,9605,11.7,"2020-04-02"
"725","Texas","Pecos",0,8,36584,41,15823,3.3,"2020-04-02"
"726","Texas","Polk",0,18,39438,66,51353,43,"2020-04-02"
"727","Texas","Potter",6,326,43945,1146,117415,133.3,"2020-04-02"
"728","Texas","Presidio",0,0,42848,NA,6704,2,"2020-04-02"
"729","Texas","Rains",0,2,33602,NA,12514,47.6,"2020-04-02"
"730","Texas","Randall",3,164,47966,4,137713,132.4,"2020-04-02"
"731","Texas","Reagan",0,0,48253,21,3849,2.9,"2020-04-02"
"732","Texas","Real",0,0,34687,NA,3452,4.7,"2020-04-02"
"733","Texas","Red River",0,1,40648,49,12023,12.4,"2020-04-02"
"734","Texas","Reeves",0,2,39418,25,15976,5.2,"2020-04-02"
"735","Texas","Refugio",0,0,42606,20,6948,9.6,"2020-04-02"
"736","Texas","Roberts",0,2,41971,NA,854,1,"2020-04-02"
"737","Texas","Robertson",0,2,40394,NA,17074,19.4,"2020-04-02"
"738","Texas","Rockwall",0,51,61003,170,104915,616.7,"2020-04-02"
"739","Texas","Runnels",0,0,39816,50,10264,10,"2020-04-02"
"740","Texas","Rusk",1,32,36485,96,54406,57.7,"2020-04-02"
"741","Texas","Sabine",0,1,34631,25,10542,22,"2020-04-02"
"742","Texas","San Augustine",1,16,39879,18,8237,16.7,"2020-04-02"
"743","Texas","San Jacinto",0,10,34514,NA,28859,46.3,"2020-04-02"
"744","Texas","San Patricio",0,12,43945,75,66730,93.5,"2020-04-02"
"745","Texas","San Saba",0,0,41233,NA,6055,5.4,"2020-04-02"
"746","Texas","Schleicher",0,0,40136,14,2793,2.6,"2020-04-02"
"747","Texas","Scurry",0,2,42095,25,16703,18.7,"2020-04-02"
"748","Texas","Shackelford",0,0,130461,NA,3265,3.7,"2020-04-02"
"749","Texas","Shelby",0,97,41666,NA,25274,32,"2020-04-02"
"750","Texas","Sherman",0,12,49508,NA,3022,3.3,"2020-04-02"
"751","Texas","Smith",3,132,55229,1337,232751,227.6,"2020-04-02"
"752","Texas","Somervell",0,0,45756,16,9128,45.5,"2020-04-02"
"753","Texas","Starr",0,7,26316,48,64633,49.8,"2020-04-02"
"754","Texas","Stephens",0,1,39289,40,9366,10.7,"2020-04-02"
"755","Texas","Sterling",0,0,58174,NA,1291,1.2,"2020-04-02"
"756","Texas","Stonewall",0,0,53416,20,1350,1.6,"2020-04-02"
"757","Texas","Sutton",0,0,61478,12,3776,2.8,"2020-04-02"
"758","Texas","Swisher",0,9,41977,20,7397,8.8,"2020-04-02"
"759","Texas","Tarrant",52,1947,51239,6814,2102515,2094.7,"2020-04-02"
"760","Texas","Taylor",3,216,45333,956,138034,143.6,"2020-04-02"
"761","Texas","Terrell",0,0,48024,NA,776,0.4,"2020-04-02"
"762","Texas","Terry",0,10,32062,45,12337,14.2,"2020-04-02"
"763","Texas","Throckmorton",0,0,35941,14,1501,1.8,"2020-04-02"
"764","Texas","Titus",0,15,34718,164,32750,79.6,"2020-04-02"
"765","Texas","Tom Green",1,43,45993,614,119200,72.4,"2020-04-02"
"766","Texas","Travis",36,1396,67504,3904,1273954,1034.4,"2020-04-02"
"767","Texas","Trinity",0,8,34514,45,14651,21,"2020-04-02"
"768","Texas","Tyler",0,6,32081,49,21672,23.5,"2020-04-02"
"769","Texas","Upshur",0,13,36645,37,41753,67.4,"2020-04-02"
"770","Texas","Upton",0,0,44545,44,3657,2.7,"2020-04-02"
"771","Texas","Uvalde",0,6,39458,25,26741,17,"2020-04-02"
"772","Texas","Val Verde",0,12,36554,93,49025,15.5,"2020-04-02"
"773","Texas","Van Zandt",1,13,38200,52,56590,62.4,"2020-04-02"
"774","Texas","Victoria",2,117,46142,723,92084,98.4,"2020-04-02"
"775","Texas","Walker",2,164,28016,123,72971,86.5,"2020-04-02"
"776","Texas","Waller",0,29,39995,NA,55246,84.1,"2020-04-02"
"777","Texas","Ward",0,0,49916,25,11998,12.8,"2020-04-02"
"778","Texas","Washington",11,113,52265,60,35882,55.8,"2020-04-02"
"779","Texas","Webb",13,340,31635,578,276652,74.5,"2020-04-02"
"780","Texas","Wharton",0,37,41473,210,41556,38,"2020-04-02"
"781","Texas","Wheeler",0,5,41801,41,5056,5.9,"2020-04-02"
"782","Texas","Wichita",2,62,43170,559,132230,209.5,"2020-04-02"
"783","Texas","Wilbarger",0,1,42041,687,12769,13.9,"2020-04-02"
"784","Texas","Willacy",1,13,28593,NA,21358,37.5,"2020-04-02"
"785","Texas","Williamson",6,211,50776,1009,590551,378,"2020-04-02"
"786","Texas","Wilson",2,29,44255,44,51070,53.4,"2020-04-02"
"787","Texas","Winkler",0,3,57584,19,8010,8.5,"2020-04-02"
"788","Texas","Wise",2,15,43752,184,69984,65.4,"2020-04-02"
"789","Texas","Wood",0,7,38152,50,45539,65,"2020-04-02"
"790","Texas","Yoakum",0,1,41112,24,8713,9.9,"2020-04-02"
"791","Texas","Young",1,4,50231,67,18010,20.3,"2020-04-02"
"792","Texas","Zapata",0,7,28294,NA,14179,14,"2020-04-02"
"793","Texas","Zavala",0,1,29202,NA,11840,9,"2020-04-02"
